gender,height,weight,age,family,rich,curse,can_fly,popular,profession_group,hair_color,clothing_color,eyes_color,skill_color,weapon,equipment,str,int,dex,lux,isWind_Archer
0,198,54,24,1,1,1,0,1,1,6,4,6,1,1,4,4366,2955,2838,5039,0
0,159,81,27,0,1,1,0,0,5,6,6,1,3,4,5,8550,3408,3843,3170,0
1,164,64,17,1,1,0,0,0,3,6,5,5,1,3,1,5425,2441,6954,5059,0
0,181,56,58,0,1,0,0,0,1,1,3,3,4,5,4,1917,9722,9479,7702,0
0,197,101,44,0,1,0,1,1,2,3,1,1,4,4,4,1928,446,8736,108,0
1,184,111,44,1,0,0,1,0,5,7,1,7,7,6,3,6695,6638,9179,2535,0
1,158,126,49,0,1,0,0,0,4,7,7,3,4,6,4,859,2632,4789,2668,0
0,185,57,15,0,1,1,1,1,3,5,4,4,6,6,1,1702,713,9567,9778,0
0,151,89,50,1,0,0,0,0,1,2,2,4,5,2,2,8990,7595,1402,6911,0
1,165,114,57,0,0,1,1,0,1,6,1,1,7,1,2,4295,6669,9602,4096,0
0,196,60,57,1,1,1,0,1,5,4,2,6,5,4,4,2193,9358,5694,446,0
0,154,47,16,1,1,1,1,0,1,2,3,3,5,4,2,2640,2839,2592,6492,0
0,192,41,46,0,0,1,1,0,3,7,3,1,6,2,1,2592,343,5477,584,0
0,194,47,14,0,1,1,1,0,5,3,1,7,7,2,4,689,1726,8334,1320,0
1,146,71,57,0,0,0,0,1,2,3,7,7,7,5,2,8056,3690,7065,7313,0
0,148,88,35,1,1,0,0,1,1,3,5,1,5,3,2,8741,8921,2676,4730,0
1,173,52,49,1,1,1,0,1,3,3,5,5,5,1,4,2271,522,5039,5782,0
0,167,119,52,0,0,1,1,1,5,3,6,1,4,6,5,7483,7890,3714,2933,0
1,199,121,54,0,1,1,0,1,4,7,5,6,2,4,2,3194,9299,6648,4045,1
0,178,110,17,0,0,0,1,1,5,7,1,7,5,5,1,9968,6126,3370,1231,0
0,142,51,59,1,0,0,1,1,5,5,6,7,2,5,4,5010,3891,1145,2366,0
0,188,97,53,0,1,0,1,0,2,5,3,3,2,4,3,6442,3283,859,7257,0
1,170,86,32,1,1,0,1,0,5,4,1,6,3,6,1,657,3171,5063,5103,0
0,165,66,44,0,1,1,0,0,3,5,6,5,7,6,2,6359,1430,1343,3617,0
0,162,86,12,0,0,1,1,1,5,1,7,4,3,6,3,1935,721,9065,9774,0
0,184,126,33,1,0,0,1,1,4,6,4,4,3,1,3,9030,2076,5295,6843,0
0,162,129,35,0,0,1,0,1,2,4,5,3,1,3,2,7756,2759,4592,9402,0
0,147,45,37,0,0,0,1,0,4,1,2,4,2,1,1,1680,1833,1130,6665,0
1,180,115,34,1,1,0,0,0,3,3,5,2,5,6,1,8634,3697,5199,7781,0
1,195,125,51,1,1,0,0,0,4,6,3,6,7,2,5,3018,1918,8574,577,0
0,179,88,18,0,0,0,0,0,5,7,6,6,7,2,3,9219,2819,7882,3866,0
0,190,50,55,0,1,1,0,1,2,7,6,1,7,4,5,1736,8809,6086,8150,0
1,156,126,33,1,1,0,1,0,5,1,6,6,3,3,5,9730,4856,8938,4871,0
1,164,42,55,0,0,1,0,0,4,6,5,4,3,6,4,4147,3652,7816,9703,0
1,151,53,46,1,1,0,0,0,4,1,1,6,4,3,3,4810,8721,5929,8454,0
0,171,43,32,0,0,0,0,0,3,3,2,1,3,6,2,2409,1010,1337,5775,0
0,179,83,54,0,0,0,0,0,4,6,7,5,2,5,4,6021,9644,182,6061,0
0,192,94,32,0,1,0,1,1,2,6,4,1,1,2,4,1430,4960,3851,9731,0
1,149,46,34,0,0,0,0,0,2,6,1,3,4,3,2,5007,3592,1196,2443,0
0,159,129,34,1,1,1,1,0,1,4,1,6,5,1,2,6961,6051,8578,10,0
0,180,46,12,1,0,1,1,0,1,5,1,2,3,4,3,4762,4204,7725,1313,0
1,145,97,57,0,0,0,0,0,3,3,6,2,3,4,5,8392,4233,858,5879,1
0,208,77,42,0,0,1,1,0,1,2,6,6,5,2,4,7721,9366,6206,9571,0
0,170,92,14,0,0,0,0,1,2,3,1,1,6,2,3,8653,133,1764,8820,0
1,161,44,26,0,1,0,0,1,5,1,2,1,7,1,5,3788,4297,5903,4000,0
0,188,78,21,1,1,0,1,0,1,5,7,2,4,6,1,4139,9216,355,465,0
0,169,113,48,0,1,1,0,0,4,2,2,3,6,2,3,6097,1942,2766,4498,0
0,198,73,24,1,0,0,1,0,3,3,5,4,5,2,5,7704,6035,8019,1948,0
0,185,93,12,0,0,1,1,1,2,7,5,5,1,1,1,6668,6589,4120,6520,0
1,207,83,53,0,0,1,0,1,2,5,6,2,6,1,2,2089,6777,9737,1404,0
0,208,65,29,0,1,0,1,1,2,7,7,5,1,6,5,7913,4201,9187,7163,0
0,181,50,57,0,1,1,0,1,2,2,2,2,6,1,1,9148,3551,772,6051,0
1,146,49,40,0,1,1,0,1,2,2,2,4,7,4,1,2154,7500,7832,4850,1
0,142,96,22,0,1,0,1,0,1,3,5,7,6,4,1,7872,5915,5978,8336,0
0,196,66,32,0,1,1,1,0,2,1,4,6,4,6,3,8495,7660,7802,1750,0
1,156,51,18,0,1,1,1,0,5,7,1,3,4,6,5,8567,5075,5898,7278,0
0,167,71,29,1,0,0,0,1,5,1,2,6,6,1,1,5912,2857,6370,5668,0
0,175,127,52,1,0,0,1,0,4,4,3,7,3,1,4,1405,9801,5875,5421,0
0,156,74,28,1,0,1,0,0,1,6,4,4,4,3,1,294,5195,4329,1262,0
1,184,96,56,0,0,1,1,1,1,2,3,5,3,5,1,400,4061,8410,2173,0
0,169,51,56,1,1,0,0,0,1,4,1,2,5,1,1,3165,5218,2651,7508,0
1,171,119,36,0,1,1,0,0,5,2,1,1,2,1,1,729,3626,6190,4471,0
1,147,126,16,0,1,1,1,1,1,6,5,6,1,6,4,822,969,6997,7675,0
0,160,44,39,1,0,0,0,0,2,3,1,2,2,6,3,1943,7011,2189,8437,0
1,154,62,54,1,0,0,1,1,1,1,3,1,2,2,2,436,1199,4966,3599,0
0,196,95,48,0,0,0,1,0,1,5,1,1,1,2,1,2342,5389,8648,1585,0
0,149,75,58,0,0,0,0,1,1,5,1,1,7,2,5,6435,7142,9652,8679,0
0,160,79,26,0,0,1,0,1,5,6,1,1,2,3,5,583,6883,1007,1071,0
0,161,89,19,0,0,1,0,0,4,5,7,2,2,4,2,8726,4987,8621,9384,0
1,188,79,18,1,0,0,0,1,2,3,5,5,6,6,3,4093,2556,7356,6007,0
1,148,80,37,1,0,0,1,0,5,3,6,5,5,1,1,7417,2731,9817,2168,0
1,158,44,14,0,1,0,1,0,3,3,2,7,6,6,1,7317,5474,2753,5721,0
1,144,128,49,0,0,0,1,1,3,2,2,5,2,1,4,6611,5600,368,74,0
0,193,103,19,1,1,0,0,0,1,5,5,6,1,6,4,9215,312,1337,8995,0
1,209,129,14,0,0,1,0,1,5,3,7,2,1,4,5,4940,681,3969,4800,1
0,179,123,43,1,0,1,0,0,4,3,1,2,5,6,4,3601,5997,6026,4040,0
0,183,103,53,0,1,0,1,0,5,6,2,1,6,6,4,3228,1199,4445,8204,0
1,186,101,36,0,0,0,0,0,4,6,4,5,4,1,2,8679,1751,4769,7718,0
1,170,118,33,0,1,0,1,1,1,7,4,5,6,6,5,1112,7351,5448,1332,0
1,151,129,22,0,0,0,1,1,2,1,5,3,2,6,2,4574,6355,5453,3053,0
1,161,46,56,1,0,1,1,1,2,3,6,2,2,3,2,8728,6844,5751,9065,0
0,173,126,17,0,1,1,0,1,3,3,6,6,2,1,4,3150,8233,7416,682,0
1,170,98,42,1,1,1,0,1,1,7,2,3,3,3,1,2449,5732,5637,540,0
1,178,119,16,1,1,1,0,1,2,6,7,7,3,1,3,6668,4599,8528,3092,0
0,146,80,22,1,1,0,0,0,2,1,5,2,5,1,4,8918,2867,5041,7561,0
1,163,46,11,1,0,0,0,0,5,6,5,4,3,5,1,4846,1506,5418,9032,0
0,156,78,59,1,0,1,0,0,4,5,7,6,6,5,1,7194,9215,8291,1354,0
1,156,104,40,0,1,1,0,1,1,2,1,2,6,1,2,1897,8735,1132,4912,0
1,144,81,26,0,1,1,0,0,2,7,4,5,2,1,4,4292,2662,653,7185,0
1,142,96,52,1,1,1,1,1,2,4,7,6,6,4,5,1059,3671,3324,1287,1
0,193,121,44,1,1,1,1,1,4,5,1,1,2,3,1,2136,924,7342,163,0
1,156,104,43,0,0,1,0,1,2,4,2,7,5,6,5,8926,9297,2078,3423,0
0,168,48,33,0,1,0,1,1,5,1,4,6,6,3,4,4388,6628,9442,2402,0
1,182,76,41,0,0,1,0,0,2,7,1,2,1,6,3,4075,3253,1587,6199,0
0,157,91,45,0,1,0,0,0,2,3,7,6,2,2,4,1100,5007,8773,7578,0
0,161,67,16,0,1,1,0,0,2,2,3,2,1,4,1,5902,5191,200,5131,0
1,157,67,14,0,1,0,0,0,4,5,3,7,5,5,3,6389,3736,4511,4959,0
0,208,102,36,1,0,1,1,1,2,7,5,1,2,1,3,6595,5102,5405,7380,0
1,153,69,39,0,1,0,1,0,4,1,2,1,2,4,2,1845,7652,8151,1731,1
0,183,104,20,1,0,1,1,0,2,4,6,6,2,6,2,7827,5070,5367,4144,0
1,198,47,56,1,0,1,1,0,3,1,5,1,2,5,5,3490,3586,8948,9437,0
0,165,77,33,1,0,0,0,0,1,4,1,6,4,2,4,6503,3098,3483,7715,0
0,170,48,15,0,1,0,1,0,4,5,2,5,4,6,4,6894,1170,3940,8085,0
1,199,114,38,1,1,0,0,0,5,5,3,6,5,1,3,3397,8376,6348,8721,0
0,159,69,42,0,1,1,1,0,1,1,6,7,3,4,3,2218,1883,5398,4547,0
0,181,56,26,0,0,0,0,0,2,1,4,6,6,1,4,1997,6991,1260,1421,0
0,180,84,52,0,0,1,1,0,4,6,2,7,7,4,4,7770,8101,1895,9185,0
1,201,88,15,0,1,0,0,0,2,5,3,4,7,3,4,5275,4705,4058,1622,0
0,161,96,10,0,1,0,0,0,5,4,6,7,3,1,2,2279,2962,2171,4751,0
0,201,62,15,1,0,0,0,0,1,5,7,4,5,6,3,5758,7949,5885,5356,0
1,152,113,45,0,0,1,0,1,2,5,4,1,2,4,2,6909,2238,343,2647,1
1,153,105,11,0,0,0,0,1,2,5,6,4,5,2,3,3901,8192,68,4068,0
1,160,99,25,1,0,1,1,1,1,1,3,1,1,4,3,5927,20,6638,2513,1
1,167,49,30,1,1,0,1,0,1,3,5,4,7,4,1,9056,5149,5846,9948,1
1,185,50,59,0,0,1,1,1,5,4,2,5,7,2,3,7679,5406,2442,7927,0
0,145,105,54,0,0,1,0,1,1,5,4,2,5,2,4,9490,6276,3477,3444,0
1,181,102,20,0,1,0,0,1,5,1,6,3,5,6,2,8237,8659,8362,2957,0
1,196,102,36,1,1,1,0,1,1,6,5,7,6,6,3,3252,5822,4561,4822,0
1,146,53,53,0,1,0,0,0,1,3,1,2,3,6,1,7762,41,4912,2708,0
1,199,44,50,1,0,1,0,0,2,2,2,4,2,4,1,4349,3490,7989,1709,1
1,194,99,15,1,0,0,1,1,5,1,1,7,6,5,4,2753,291,6168,6174,0
1,194,109,16,1,0,1,0,1,2,3,1,7,3,4,1,8646,5411,1883,105,1
0,197,112,23,0,0,0,0,0,3,5,3,5,7,2,2,8647,8244,586,2388,0
1,209,66,47,0,1,1,1,1,5,4,1,7,5,2,4,6595,1438,6652,888,0
1,205,119,52,1,1,0,1,1,2,5,1,6,1,3,1,3673,5689,8296,906,0
1,162,71,19,0,0,1,0,0,4,5,1,5,3,1,2,3502,7870,6930,4880,0
1,143,74,59,1,0,1,0,1,1,7,5,7,6,6,4,5685,8121,6082,1614,0
1,194,106,48,0,1,1,0,1,4,1,4,5,5,3,4,6244,4457,5403,9331,0
0,173,47,57,0,1,1,0,1,4,5,5,1,6,5,1,2786,5891,5676,3880,0
1,188,124,13,1,1,1,1,0,5,3,7,4,2,3,2,9492,76,1512,3372,0
0,146,48,52,1,1,0,0,1,2,2,3,4,6,3,3,1316,7028,6482,239,0
0,190,83,32,1,0,0,1,0,4,4,7,1,4,1,5,79,7834,1061,6165,0
1,188,109,25,0,0,1,0,0,4,6,4,6,6,1,1,6045,9559,6891,5539,0
1,209,120,35,0,0,1,1,1,4,5,5,7,5,3,4,265,5790,5215,6112,0
0,189,64,52,0,1,0,1,0,4,4,4,4,1,6,1,4757,6807,7173,5005,0
1,162,100,54,1,1,1,1,0,1,6,2,1,4,6,4,6053,830,3216,6852,0
1,167,60,46,1,0,1,0,0,1,7,2,2,5,5,2,563,3021,9098,4563,0
0,167,125,56,0,1,1,1,1,3,3,3,4,1,3,3,2458,9085,6201,7560,0
0,153,111,42,0,0,0,1,1,2,7,3,2,7,6,1,8169,6840,3253,6910,0
1,173,73,11,1,0,0,0,0,5,5,2,6,7,2,3,789,4846,1767,5071,0
1,140,52,22,0,1,1,1,1,1,6,7,3,3,4,4,1166,5479,1025,8418,1
1,151,60,40,0,0,1,0,1,3,5,5,1,5,5,5,9394,545,5616,7870,0
0,152,56,36,1,0,1,1,1,5,4,1,3,5,3,2,8734,7249,9947,1257,0
1,153,40,43,1,1,0,0,1,1,2,3,6,4,4,5,411,1825,3703,5312,1
0,190,48,25,0,0,1,0,1,3,6,6,2,7,1,1,2859,2618,5112,187,0
0,181,76,49,1,0,1,1,0,4,3,5,4,5,6,4,656,255,700,4578,0
1,208,106,39,0,1,1,0,0,5,3,6,7,7,2,3,359,9297,2574,9595,0
1,152,53,20,0,1,1,0,0,1,7,1,3,7,1,1,6138,5870,515,1633,0
0,203,111,21,0,1,0,1,0,3,5,4,6,6,4,1,9261,9934,8715,4493,0
1,197,126,20,1,1,1,0,0,1,2,5,5,1,2,2,681,3119,9306,6294,0
0,146,118,45,1,0,0,0,0,4,5,7,3,7,2,3,3664,3740,75,2512,0
0,198,94,53,0,1,1,1,0,2,4,5,6,5,6,2,7004,6392,3225,4825,0
1,171,70,10,0,0,1,1,0,1,3,1,1,1,1,2,4347,8633,6504,8629,0
1,177,85,39,0,0,1,1,1,2,7,4,7,5,3,2,6366,1164,931,8745,0
1,160,62,29,1,1,1,1,1,3,3,5,4,6,3,4,6715,2991,1192,334,0
0,174,126,32,1,1,1,1,1,2,3,1,2,6,1,3,8320,4995,9571,8053,0
0,162,61,39,0,1,1,1,0,1,2,2,7,7,5,1,8258,2803,8822,8492,0
0,192,112,46,1,1,1,0,0,4,2,1,1,7,1,3,2487,8379,2573,5963,0
0,198,93,53,0,0,0,1,1,3,1,4,1,6,2,1,6657,9974,3009,6083,0
1,166,113,42,0,0,0,1,0,2,3,3,3,1,4,1,140,4038,8395,1677,1
1,193,56,27,1,1,0,1,1,5,2,4,4,2,5,1,3195,3661,1113,6892,0
0,209,43,41,0,1,1,0,1,2,2,4,5,5,2,2,399,7995,5720,9824,0
0,147,105,27,1,1,1,1,0,5,5,4,6,1,3,5,7520,3125,6410,5818,0
0,203,64,30,1,1,0,1,0,5,1,4,2,1,6,1,8589,5592,4167,3938,0
0,185,127,30,1,0,0,1,1,3,3,5,7,3,4,3,7710,1725,3224,970,0
0,184,41,34,1,1,1,0,1,3,2,6,5,2,1,3,786,1853,5341,5097,0
1,176,69,46,1,0,1,1,0,3,2,1,6,6,3,5,569,7144,1356,6314,0
0,160,59,58,0,0,1,0,1,5,3,1,7,6,2,5,9885,3071,9581,5758,0
1,202,53,54,1,1,1,0,1,2,3,2,7,1,5,4,9915,6632,9387,9516,0
0,175,87,20,0,0,1,0,1,2,2,6,1,4,3,2,6361,4879,5031,9497,0
0,172,100,43,0,0,0,1,1,5,7,5,3,5,5,3,4789,492,2023,2076,0
1,182,82,17,1,0,0,0,1,2,5,5,7,7,6,3,881,9909,601,4988,0
0,151,42,15,0,1,1,1,0,4,3,5,1,2,4,1,732,3765,2597,2867,0
1,154,81,13,1,0,1,1,1,3,4,3,6,3,1,3,37,9847,5062,9067,0
0,195,93,24,0,0,0,1,0,4,7,3,1,4,3,3,2845,4472,4301,2104,0
1,183,93,18,0,1,0,1,1,1,7,3,1,1,2,4,6714,5105,8973,4267,0
0,150,49,53,0,1,0,1,0,3,2,2,2,2,4,2,1181,4650,8971,5006,0
1,145,120,53,0,0,0,1,1,4,5,5,5,6,1,4,3009,6884,7804,7810,0
1,181,43,51,0,0,1,1,1,1,5,7,7,5,3,4,3573,929,5638,2380,0
1,192,114,47,0,0,1,1,1,4,5,5,2,4,5,1,1441,7098,294,2806,0
1,143,106,50,1,1,1,1,0,4,4,3,4,6,4,1,8460,3474,2375,5401,1
1,186,45,20,1,1,1,1,1,4,5,7,5,7,1,3,167,6332,7785,6321,0
1,182,58,37,1,1,0,0,1,1,3,6,2,6,5,4,7319,1681,2280,7106,0
0,160,71,10,0,0,0,0,1,1,6,2,6,3,4,3,3725,6465,953,6249,0
0,189,81,37,1,1,0,0,1,1,6,7,5,7,3,4,9366,7660,8808,8302,0
0,171,119,38,0,0,1,1,0,4,4,4,4,2,5,4,7334,3342,858,1243,0
0,183,63,50,1,0,0,1,0,2,3,1,1,2,3,2,1726,9128,4041,241,0
0,200,47,40,0,0,1,0,1,3,3,3,1,1,6,5,8426,1578,8895,2828,0
1,172,108,53,0,0,1,1,0,1,4,7,3,1,6,5,5279,6213,1644,6924,0
0,152,68,23,1,1,1,1,1,5,4,2,4,3,6,3,6514,4582,4815,5974,0
1,158,120,15,1,0,1,1,0,3,3,4,2,3,6,5,6198,5240,4654,8351,0
0,167,125,25,1,1,1,0,0,4,3,4,7,4,2,2,9995,9385,7314,4846,0
1,200,42,23,0,0,1,1,0,2,6,2,2,5,1,2,7902,2650,9782,1537,0
0,185,76,32,1,0,0,0,1,4,2,7,6,5,3,2,1425,9199,7762,47,0
1,184,87,16,1,1,0,1,0,3,2,1,2,6,4,4,8752,3860,2070,1009,1
1,153,113,11,0,1,0,1,0,1,3,2,2,4,6,3,8052,391,6658,4585,0
0,157,103,36,0,0,1,0,0,4,3,1,7,6,5,1,7342,680,7908,5874,0
0,196,80,22,0,1,1,1,0,2,2,1,1,7,2,4,1795,3186,1772,6634,0
0,151,63,37,1,1,0,1,0,2,7,5,6,2,6,3,4986,8418,7683,8078,0
0,161,89,20,0,0,1,1,0,2,3,3,6,6,6,2,5603,8382,9627,1768,0
1,202,70,24,1,0,1,1,1,5,7,4,3,4,3,2,1266,9072,4702,7786,0
1,143,42,46,0,0,0,0,0,1,1,3,7,2,4,2,551,5529,1824,2115,1
1,165,120,21,1,1,1,0,1,4,3,2,7,6,5,1,5967,3611,8465,8412,0
1,144,71,49,1,0,0,1,1,2,2,1,7,5,1,2,7238,4196,9187,5173,0
0,173,115,31,1,1,1,0,0,4,4,7,1,1,5,1,7521,191,406,6750,0
0,199,92,55,1,0,1,0,0,1,5,2,5,4,6,2,5225,4007,3419,233,0
0,193,84,24,1,0,0,0,0,2,6,4,1,3,2,4,8656,3934,7859,4563,0
1,183,88,37,0,0,0,0,0,3,5,2,6,3,2,2,3334,9889,3846,9164,0
1,178,63,22,0,1,0,1,0,2,6,2,2,1,1,2,35,7253,658,3550,0
1,154,103,34,1,1,1,0,1,5,1,5,7,4,2,5,1760,8827,9022,673,0
0,192,69,11,0,0,1,1,1,2,7,3,7,1,5,4,844,6503,4689,4150,0
1,157,82,37,0,1,1,0,1,5,5,5,5,7,1,5,6013,1355,5603,4338,0
1,143,129,52,1,1,1,0,1,3,2,4,5,4,4,2,3657,2112,1371,4211,1
0,148,117,12,1,1,1,1,1,4,7,5,7,6,6,1,778,7610,8096,4349,0
0,168,78,44,0,0,0,1,1,1,2,7,3,6,3,4,6836,687,4307,88,0
1,201,110,58,1,0,0,0,1,5,3,2,2,4,5,1,3752,1602,5864,7162,0
1,192,79,59,0,1,1,0,1,3,4,4,5,5,2,2,5377,3975,9605,3427,0
1,192,64,19,0,0,1,1,0,5,1,7,4,4,1,4,4369,827,8911,3618,0
1,203,111,28,1,0,0,1,1,4,3,5,2,7,2,1,9484,7172,4420,4850,0
1,141,94,30,1,1,1,1,1,1,5,2,4,1,1,1,95,6432,4556,4963,0
1,195,127,10,1,1,0,1,0,1,4,1,6,3,1,4,9038,6317,5736,8473,0
1,203,62,12,0,0,1,1,0,5,5,6,4,6,5,1,4224,4349,81,6071,0
1,200,79,57,0,0,0,0,1,3,4,3,3,4,1,5,5042,8913,4238,7651,0
0,179,42,11,1,0,1,1,1,2,6,2,2,4,3,5,7161,9407,72,1486,0
1,192,125,12,1,0,1,1,1,3,4,3,1,6,3,3,8331,4864,2194,9111,0
0,186,89,16,0,0,0,0,0,5,3,1,7,5,6,2,9497,2112,4129,2072,0
0,196,58,23,1,0,1,1,1,2,7,3,5,6,4,2,8012,4513,2828,1051,0
1,162,101,45,0,1,1,0,1,3,3,4,1,1,5,5,7343,6477,3024,2339,0
0,172,53,40,1,1,0,1,1,2,2,7,3,5,3,4,9214,7938,5963,1256,0
0,170,110,17,0,0,0,0,1,5,6,2,6,4,3,3,6220,1450,282,5517,0
1,206,51,26,1,0,1,1,1,1,4,7,7,4,2,5,1529,8496,2891,8270,0
1,157,60,29,1,0,0,0,1,1,3,2,7,6,5,1,255,7022,604,9026,0
1,197,106,30,1,0,1,0,0,1,3,2,3,1,5,5,9835,5035,7455,794,0
0,205,80,49,0,1,1,0,1,5,4,4,4,5,4,3,5249,3587,4924,5794,0
0,172,44,49,1,0,0,0,1,1,5,4,3,2,5,1,9621,3075,3723,2430,0
1,144,69,39,1,1,0,1,1,2,3,1,1,1,5,2,108,491,6967,946,0
1,200,91,16,1,1,0,0,1,1,4,2,3,6,4,2,3203,5738,7018,8804,1
1,191,86,49,0,1,1,1,0,3,7,6,1,2,6,4,6122,2213,8932,9079,0
1,150,121,17,1,1,0,1,1,3,2,7,2,5,2,5,7808,2379,6286,4374,0
1,140,75,29,0,0,1,1,0,5,3,2,1,2,6,5,3633,4487,9468,5623,0
0,169,107,14,1,0,1,0,1,1,4,1,6,3,1,2,7673,3869,4959,1287,0
0,159,60,59,1,1,1,0,1,5,3,1,4,3,3,3,7934,6242,3714,1610,0
0,209,77,26,1,1,0,1,1,1,1,3,5,6,5,3,6462,8852,256,9333,0
0,142,125,23,0,0,0,1,0,3,7,1,1,4,4,1,8163,1304,8052,9671,0
1,203,104,54,0,0,0,0,1,3,1,4,3,3,2,4,1302,8428,4830,656,0
1,170,41,45,0,1,0,1,1,5,7,7,1,2,2,3,9085,6056,2118,9403,0
0,180,115,16,1,0,0,0,0,5,2,1,2,1,5,2,761,1520,2649,6543,0
1,172,116,50,1,1,0,1,0,2,5,6,6,1,1,3,3824,6344,3069,6183,0
1,195,67,41,0,1,1,1,1,4,6,7,2,3,2,3,2462,3038,6779,2779,0
1,171,89,46,1,1,1,0,0,1,7,7,7,4,3,4,9951,9938,433,3548,0
0,148,55,41,0,1,0,0,1,3,1,3,5,2,2,2,2731,2287,9292,8150,0
1,147,45,13,0,0,1,0,1,4,2,2,4,4,6,4,9317,7360,9267,1224,0
0,198,79,39,0,0,1,0,0,1,7,5,6,1,4,2,1704,5471,5979,9425,0
1,190,76,43,0,1,0,1,1,1,7,5,6,6,6,5,954,581,780,231,0
0,145,121,41,1,0,1,0,1,3,6,7,7,4,6,2,6206,5738,1305,7293,0
1,197,78,25,0,1,0,0,1,5,2,5,1,5,1,4,3253,5221,7926,627,0
1,143,58,27,0,0,1,1,0,4,7,5,2,6,6,2,7984,1484,2025,246,0
1,168,83,13,0,1,1,0,0,3,6,4,4,3,2,1,3275,3578,367,7261,0
0,181,81,35,1,1,1,0,0,1,3,1,7,2,5,1,7392,2372,5154,1708,0
1,203,120,52,0,1,0,1,0,2,6,4,1,1,2,4,749,3573,1334,9310,0
1,203,116,58,1,1,1,0,0,1,4,7,5,7,1,5,7748,9224,6888,6353,0
0,158,109,10,0,1,1,1,0,3,5,5,1,7,2,3,7823,3014,9216,7457,0
1,174,119,37,1,1,0,0,1,4,4,1,2,7,2,3,9515,3175,2655,8062,0
1,202,123,24,0,1,0,0,1,3,1,3,2,7,3,3,3573,7827,1196,6758,0
0,186,58,25,1,0,1,1,0,2,1,3,2,7,4,1,9163,3253,995,3763,0
0,146,54,13,0,1,0,0,1,5,5,6,4,6,2,5,347,7577,4316,5167,0
1,204,129,30,0,0,1,1,0,1,5,3,4,2,4,3,1455,1069,5452,4182,1
1,181,43,28,1,0,1,0,1,4,5,4,7,6,3,1,3883,6902,5323,4672,0
0,202,70,28,1,0,1,1,0,4,7,3,1,2,3,5,4750,4908,3338,3317,0
0,146,90,23,0,1,0,1,0,1,2,3,5,2,2,4,8267,3894,1059,104,0
1,181,108,48,0,0,1,0,1,4,1,6,7,7,4,3,5466,157,3720,6601,1
0,197,44,55,1,1,1,1,1,2,6,7,6,4,3,3,2627,27,2391,5912,0
0,160,112,56,1,0,1,0,1,5,2,6,3,5,6,2,169,3325,9487,4001,0
1,185,107,44,0,1,0,0,1,2,7,4,4,4,3,3,2824,8633,8097,1247,0
1,204,104,36,1,1,0,1,0,1,5,7,6,3,2,5,4252,5803,3306,6431,0
1,151,101,57,0,0,0,0,1,1,3,6,4,6,4,3,6265,8460,1139,5025,1
1,165,86,47,1,0,0,0,0,2,4,7,7,4,1,3,3628,562,4238,4822,0
1,199,82,30,1,0,1,1,0,1,4,2,7,6,2,3,8441,2463,4023,8156,0
1,191,98,58,0,1,0,1,0,4,3,1,2,6,5,5,7116,1315,3354,486,0
1,191,62,42,1,0,0,0,0,3,7,2,2,3,2,3,6551,2798,3121,2636,0
1,179,47,57,0,1,0,0,0,2,5,4,6,5,1,3,2322,946,9178,1603,0
0,161,87,42,1,1,0,1,1,1,6,4,4,1,1,5,8867,3347,9791,5259,0
1,148,124,41,1,0,0,1,1,4,6,5,6,6,3,2,2648,4193,5101,2984,0
0,171,48,21,0,1,1,0,0,4,1,1,6,5,6,1,9800,3150,9542,5092,0
0,177,107,53,1,0,1,0,1,2,4,7,6,2,5,3,7507,4889,2226,436,0
0,164,84,20,1,0,0,1,1,3,6,1,7,3,6,2,4053,1780,2816,725,0
0,144,79,37,1,1,1,1,0,3,5,7,5,6,3,3,7052,5358,4489,3461,0
1,200,68,22,0,1,0,1,0,4,3,3,3,2,6,5,7506,394,2289,5884,0
0,145,100,18,0,0,1,1,0,4,5,2,4,3,6,5,3076,4206,7459,1835,0
0,193,99,42,1,1,1,1,1,5,4,2,6,5,5,1,5434,138,5209,1945,0
0,154,112,11,0,0,1,0,1,5,3,7,2,6,2,3,9380,910,7627,2781,0
0,208,60,38,1,1,1,1,1,4,1,1,5,5,6,5,5077,6975,1387,1759,0
1,206,49,37,1,0,0,0,1,3,1,2,5,3,1,1,4552,9927,9946,6181,0
0,170,107,38,0,1,0,1,0,2,6,5,4,2,2,2,7167,3433,7770,3199,0
0,205,63,47,0,1,0,0,1,3,1,1,5,1,5,3,6245,9871,3683,8342,0
1,204,91,45,0,0,1,1,0,4,6,4,1,4,1,3,410,4867,5663,9053,0
0,175,92,54,0,0,0,0,0,2,6,1,6,4,3,2,4100,897,6210,9372,0
1,173,113,59,0,1,0,0,1,3,7,2,4,4,2,4,7782,6073,2457,4848,0
0,209,50,12,0,1,1,0,1,1,2,5,2,6,2,3,5561,1006,9820,5101,0
1,201,43,38,1,1,1,0,0,5,2,4,6,3,6,1,559,6655,2932,6593,0
0,183,62,26,1,0,1,1,0,3,4,2,2,3,3,4,8536,4323,515,618,0
0,200,99,48,1,0,0,1,1,5,4,4,1,3,1,5,5541,5116,8330,6702,0
1,152,46,57,0,1,0,1,1,1,4,6,2,6,6,1,2176,9259,2130,9757,0
0,177,49,36,0,1,0,0,0,5,2,6,5,6,2,1,1082,1042,1478,4443,0
0,144,56,37,1,1,0,1,1,4,4,3,4,1,3,1,6274,4279,7404,3528,0
